title,category,price_gbp,rating,availability,upc,scraped_at
Seven Brief Lessons on Physics,Science,30.6,4,3,281a244ce1954711,2026-03-31 17:00:33
The Selfish Gene,Science,29.45,1,1,6f2c0a9adbb2bca9,2026-03-31 17:00:33
A Light in the Attic,Poetry,51.77,3,22,a897fe39b1053632,2026-03-31 17:00:33
The Black Maria,Poetry,52.15,1,19,1dfe412b8ac00530,2026-03-31 17:00:33
Shakespeare's Sonnets,Poetry,20.66,4,19,30a7f60cd76ca58c,2026-03-31 17:00:33
Olio,Poetry,23.88,1,19,feb7cc7701ecf901,2026-03-31 17:00:33
You can't bury them all: Poems,Poetry,33.63,2,17,55f9da0c5eea2e10,2026-03-31 17:00:33
Slow States of Collapse: Poems,Poetry,57.31,3,17,b4fd5943413e089a,2026-03-31 17:00:33
Untitled Collection: Sabbath Poems 2014,Poetry,14.27,4,16,657fe5ead67a7767,2026-03-31 17:00:33
Poems That Make Grown Women Cry,Poetry,14.19,4,15,31001a1210623bd4,2026-03-31 17:00:33
Night Sky with Exit Wounds,Poetry,41.05,1,15,cfeb1e1e0e695b58,2026-03-31 17:00:33
salt.,Poetry,46.78,4,14,86cbddb61ea78bb7,2026-03-31 17:00:33
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,50.89,5,14,aa35446aab16017f,2026-03-31 17:00:33
Out of Print: City Lights Spotlight No. 14,Poetry,53.64,5,8,c0fc0cd215ee1724,2026-03-31 17:00:33
Les Fleurs du Mal,Poetry,29.04,5,8,c44c5e1425475206,2026-03-31 17:00:33
Howl and Other Poems,Poetry,40.45,2,8,b7870fa6dc088fbb,2026-03-31 17:00:33
Leave This Song Behind: Teen Poetry at Its Best,Poetry,51.17,5,7,b74ee891e2a6dd69,2026-03-31 17:00:33
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,15.42,5,6,3d250ab0f12be445,2026-03-31 17:00:33
The Crossover,Poetry,38.77,4,5,b228042c088b1913,2026-03-31 17:00:33
Booked,Poetry,17.49,5,5,b54d7416bb445989,2026-03-31 17:00:33
Twenty Love Poems and a Song of Despair,Poetry,30.95,4,1,e63c3f25338baf9a,2026-03-31 17:00:33
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,15.4,1,1,e7e87087b1a44711,2026-03-31 17:00:33
Wall and Piece,Art,44.18,4,18,ccd9ffa25efabdea,2026-03-31 17:00:33
Feathers: Displays of Brilliant Plumage,Art,49.05,3,14,9194ae88379dbf1a,2026-03-31 17:00:33
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,48.63,4,9,d6d9ffea95f2f8bf,2026-03-31 17:00:33
The New Drawing on the Right Side of the Brain,Art,43.02,3,8,3eec766dda26fa64,2026-03-31 17:00:33
History of Beauty,Art,10.29,4,8,8a150fd8ff5d7686,2026-03-31 17:00:33
The Story of Art,Art,41.14,4,7,9147c5251cc99eb1,2026-03-31 17:00:33
The Art Book,Art,32.34,2,7,4b8fa561a1e52d1c,2026-03-31 17:00:33
Ways of Seeing,Art,39.51,5,1,66a4e422b212726a,2026-03-31 17:00:33
The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,10.4,1,14,4e812d32d64e2431,2026-03-31 17:00:33
The Golden Condom: And Other Essays on Love Lost and Found,Psychology,39.43,1,12,235fa48eeed11d82,2026-03-31 17:00:33
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,56.27,3,11,ce8666d9b42fc9a0,2026-03-31 17:00:33
An Unquiet Mind: A Memoir of Moods and Madness,Psychology,21.3,3,6,46cb43c2ab133ccc,2026-03-31 17:00:33
"Thinking, Fast and Slow",Psychology,21.14,1,3,719d72f3ee512dc6,2026-03-31 17:00:33
Civilization and Its Discontents,Psychology,59.95,2,3,396385e3de5d18c3,2026-03-31 17:00:33
8 Keys to Mental Health Through Exercise,Psychology,31.04,1,3,f5873c8fc7760000,2026-03-31 17:00:33
The Argonauts,Autobiography,10.93,2,15,c99761a700ade23f,2026-03-31 17:00:33
M Train,Autobiography,27.18,1,11,5569c3fea112718e,2026-03-31 17:00:33
Lab Girl,Autobiography,40.85,1,11,825d6c44da3ca5a6,2026-03-31 17:00:33
Approval Junkie: Adventures in Caring Too Much,Autobiography,58.81,5,5,612369a5947a012e,2026-03-31 17:00:33
Running with Scissors,Autobiography,12.91,4,3,28921443f052bea6,2026-03-31 17:00:33
Me Talk Pretty One Day,Autobiography,57.6,2,3,abc4a7ee16c21088,2026-03-31 17:00:33
Lust & Wonder,Autobiography,11.87,2,3,0dcadb06206abd3c,2026-03-31 17:00:33
Life Without a Recipe,Autobiography,59.04,5,3,c53d9fefcda371e9,2026-03-31 17:00:33
A Heartbreaking Work of Staggering Genius,Autobiography,54.29,5,3,c9770bb1d5a492a0,2026-03-31 17:00:33
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,37.35,2,3,ef49db2aaa9bb547,2026-03-31 17:00:33
Fifty Shades Freed (Fifty Shades #3),Adult Fiction,15.36,5,3,ed813a848580ba50,2026-03-31 17:00:33
The Long Haul (Diary of a Wimpy Kid #9),Humor,44.07,1,14,f21effc079a2b38a,2026-03-31 17:00:33
Old School (Diary of a Wimpy Kid #10),Humor,11.83,5,14,02b74068fa98d8a4,2026-03-31 17:00:33
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,25.98,4,14,b8a8ff84233f0570,2026-03-31 17:00:33
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,14.75,5,14,fbb21a2f71f4d981,2026-03-31 17:00:33
Dress Your Family in Corduroy and Denim,Humor,43.68,3,9,7e9068872228c474,2026-03-31 17:00:33
Toddlers Are A**holes: It's Not Your Fault,Humor,25.55,1,7,4242cc3d0437db12,2026-03-31 17:00:33
When You Are Engulfed in Flames,Humor,30.89,5,3,dab0196cd5fc8e5e,2026-03-31 17:00:33
Naked,Humor,31.69,3,3,54aeeb4610d3ae08,2026-03-31 17:00:33
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,55.5,5,3,190fbebbf798c31a,2026-03-31 17:00:33
Holidays on Ice,Humor,51.07,2,3,0cb4856be3694a57,2026-03-31 17:00:33
Security,Horror,39.25,2,16,6f78a0d744c35456,2026-03-31 17:00:33
Follow You Home,Horror,21.36,1,15,8585760646e3aa2a,2026-03-31 17:00:33
The Loney,Horror,23.4,1,14,2d88a31f325dfd3b,2026-03-31 17:00:33
Pet Sematary,Horror,10.56,3,14,af58a74e4b2a23a0,2026-03-31 17:00:33
Doctor Sleep (The Shining #2),Horror,40.12,2,14,bf5de316a5e9a4ab,2026-03-31 17:00:33
Psycho: Sanitarium (Psycho #1.5),Horror,36.97,5,12,b8d7b3f5c7a95d65,2026-03-31 17:00:33
Can You Keep a Secret? (Fear Street Relaunch #4),Horror,48.64,1,12,d069086944f2e330,2026-03-31 17:00:33
Red Dragon (Hannibal Lecter #1),Horror,23.37,3,5,e958ae92f328c181,2026-03-31 17:00:33
Dracula the Un-Dead,Horror,35.63,5,5,e46b1074b99ac4b6,2026-03-31 17:00:33
Night Shift (Night Shift #1-20),Horror,12.75,4,4,869d20b3b8128230,2026-03-31 17:00:33
Needful Things,Horror,47.51,4,4,70b585c9d0f15725,2026-03-31 17:00:33
Misery,Horror,34.79,2,4,81d4191030b9704b,2026-03-31 17:00:33
It,Horror,25.01,3,4,670a2773607d785d,2026-03-31 17:00:33
'Salem's Lot,Horror,49.56,4,4,6e9403f00acd6752,2026-03-31 17:00:33
The Stand,Horror,57.86,2,3,49f24193f0b961e6,2026-03-31 17:00:33
The Girl with All the Gifts,Horror,49.47,3,3,92dcc54a27107a37,2026-03-31 17:00:33
House of Leaves,Horror,54.89,1,3,557c03c284be1bf2,2026-03-31 17:00:33
Sapiens: A Brief History of Humankind,History,54.23,5,20,4165285e1663650f,2026-03-31 17:00:33
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",History,25.52,1,16,9a9d6e9bc555731e,2026-03-31 17:00:33
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,19.73,1,16,a3d2a4250807f1e9,2026-03-31 17:00:33
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,36.28,2,16,7392c0032f92d816,2026-03-31 17:00:33
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,History,59.64,1,15,de3f25248ba0789f,2026-03-31 17:00:33
Zealot: The Life and Times of Jesus of Nazareth,History,24.7,3,14,dd5bfa6cc2c0ecc3,2026-03-31 17:00:33
A Distant Mirror: The Calamitous 14th Century,History,14.58,3,14,d5e0526e1ab682a3,2026-03-31 17:00:33
1491: New Revelations of the Americas Before Columbus,History,21.8,3,14,6e8e5626ac4d279e,2026-03-31 17:00:33
Brilliant Beacons: A History of the American Lighthouse,History,11.45,3,8,7f5157bf53065d36,2026-03-31 17:00:33
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,44.48,5,8,f16c2edb2a603f92,2026-03-31 17:00:33
A Short History of Nearly Everything,History,52.4,5,7,6c7fa6844380f50a,2026-03-31 17:00:33
The Rise and Fall of the Third Reich: A History of Nazi Germany,History,39.67,2,6,774fa432bd7d9c47,2026-03-31 17:00:33
Catherine the Great: Portrait of a Woman,History,58.55,4,6,f3c70d296ec796c4,2026-03-31 17:00:33
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,42.91,5,5,0d210d2448c3018f,2026-03-31 17:00:33
The Hiding Place,History,55.91,4,5,c4589ee5977a47be,2026-03-31 17:00:33
America's War for the Greater Middle East: A Military History,History,51.22,2,5,add33db6ff80db24,2026-03-31 17:00:33
The Guns of August,History,14.54,2,3,b5da59dd177eb36b,2026-03-31 17:00:33
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,43.7,2,3,1812b8f5641287e3,2026-03-31 17:00:33
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Food and Drink,30.52,3,19,5674a18a29a43ced,2026-03-31 17:00:33
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,56.41,1,16,142d767a56a9254d,2026-03-31 17:00:33
My Paris Kitchen: Recipes and Stories,Food and Drink,33.37,2,16,784bc2279baa878d,2026-03-31 17:00:33
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Food and Drink,14.02,4,16,72f9d5be3472d34e,2026-03-31 17:00:33
"Layered: Baking, Building, and Styling Spectacular Cakes",Food and Drink,40.11,1,16,7b75cc7f223791f4,2026-03-31 17:00:33
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Food and Drink,37.34,5,15,e4c7f3487d17fd42,2026-03-31 17:00:33
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Food and Drink,37.6,2,15,e28e330cbdf01126,2026-03-31 17:00:33
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Food and Drink,41.25,1,15,96a38e7c813d8f1d,2026-03-31 17:00:33
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Food and Drink,42.16,3,15,46c1530d7546ea6d,2026-03-31 17:00:33
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,28.77,3,14,ddc8340dabc8641b,2026-03-31 17:00:33
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,19.55,1,14,245e6bf08b8d2955,2026-03-31 17:00:33
Barefoot Contessa Back to Basics,Food and Drink,28.01,1,14,999912e63a3262ae,2026-03-31 17:00:33
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,50.62,5,14,0e0da9192a025efc,2026-03-31 17:00:33
My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,11.53,2,13,8bbd7df8a324f31d,2026-03-31 17:00:33
Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,20.1,5,12,76319fe9d8b465a3,2026-03-31 17:00:33
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,38.77,1,12,a4eef523118805ef,2026-03-31 17:00:33
Cravings: Recipes for What You Want to Eat,Food and Drink,20.5,3,11,2587c54f5530dafc,2026-03-31 17:00:33
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,12.34,4,9,65cfc9f242c2984a,2026-03-31 17:00:33
32 Yolks,Food and Drink,53.63,2,8,b1a227b7609ff263,2026-03-31 17:00:33
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,11.38,5,7,924438fc6cbec836,2026-03-31 17:00:33
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,46.01,4,7,2a9fcb3382d351c8,2026-03-31 17:00:33
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,28.25,2,7,eff5710404e2ff78,2026-03-31 17:00:33
The Barefoot Contessa Cookbook,Food and Drink,59.92,5,6,6478ccb4416e6a5d,2026-03-31 17:00:33
Better Homes and Gardens New Cook Book,Food and Drink,39.61,3,6,faf841f81c52638b,2026-03-31 17:00:33
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,11.05,5,5,f701fae56b645ef7,2026-03-31 17:00:33
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,24.91,5,5,12a90b90283b2e6d,2026-03-31 17:00:33
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,13.66,2,3,4672d10b9b1e7a05,2026-03-31 17:00:33
The Smitten Kitchen Cookbook,Food and Drink,23.59,1,3,742702d662a71410,2026-03-31 17:00:33
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,34.32,3,3,311634df10651e05,2026-03-31 17:00:33
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,33.14,3,3,6c4d17a46cac8787,2026-03-31 17:00:33
Redeeming Love,Christian Fiction,20.47,5,15,b53db2271c9624f7,2026-03-31 17:00:33
Close to You,Christian Fiction,49.46,4,15,a57b1dcbd6849222,2026-03-31 17:00:33
Shadows of the Past (Logan Point #1),Christian Fiction,39.67,5,8,bee6e93e9976f4fa,2026-03-31 17:00:33
Like Never Before (Walker Family #2),Christian Fiction,28.77,2,7,b6670507e85b30e6,2026-03-31 17:00:33
Counted With the Stars (Out from Egypt #1),Christian Fiction,17.97,5,7,4807043b8218e9ce,2026-03-31 17:00:33
If I Run (If I Run #1),Christian Fiction,49.97,4,3,61569d12d4ae7161,2026-03-31 17:00:33
The Dirty Little Secrets of Getting Your Dream Job,Business,33.34,4,19,2597b5a345f45e1b,2026-03-31 17:00:33
The Third Wave: An Entrepreneur’s Vision of the Future,Business,12.61,5,15,3bebf34ee9330cbd,2026-03-31 17:00:33
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,27.55,3,15,56e4f9eab2e8e674,2026-03-31 17:00:33
Shoe Dog: A Memoir by the Creator of NIKE,Business,23.99,2,15,0e0dcc3339602b28,2026-03-31 17:00:33
Made to Stick: Why Some Ideas Survive and Others Die,Business,38.85,5,14,b96fc7a0ea7d4b45,2026-03-31 17:00:33
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,43.14,1,12,8976d9161c027142,2026-03-31 17:00:33
The Art of Startup Fundraising,Business,21.0,3,11,1c584f82a7a1c4f0,2026-03-31 17:00:33
Born for This: How to Find the Work You Were Meant to Do,Business,21.59,5,11,816180220e8cb419,2026-03-31 17:00:33
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,36.91,1,8,a2308a936e898d48,2026-03-31 17:00:33
"Rich Dad, Poor Dad",Business,51.74,1,7,8486f61aa81a3daa,2026-03-31 17:00:33
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,33.92,3,3,70c7c3ca7f9b2728,2026-03-31 17:00:33
Rework,Business,44.88,2,3,8e9dd8431170c09e,2026-03-31 17:00:33
Louisa: The Extraordinary Life of Mrs. Adams,Biography,16.85,2,15,d69dd8dac66f9f84,2026-03-31 17:00:33
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,21.15,2,11,b06599b108e83f98,2026-03-31 17:00:33
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,39.55,1,7,57f85720e54d6442,2026-03-31 17:00:33
Benjamin Franklin: An American Life,Biography,48.19,3,7,5b546a46a86a9d8c,2026-03-31 17:00:33
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,42.57,3,3,1a5044d233936b1a,2026-03-31 17:00:33
In Her Wake,Thriller,12.84,1,19,23356462d1320d61,2026-03-31 17:00:33
The Elephant Tree,Thriller,23.82,5,18,5dada2b7be26bd03,2026-03-31 17:00:33
Behind Closed Doors,Thriller,52.22,4,18,be5cc846f45496fb,2026-03-31 17:00:33
You (You #1),Thriller,43.61,5,14,024387ca4cafd5cc,2026-03-31 17:00:33
The Guilty (Will Robie #4),Thriller,13.82,2,14,847935fc68707426,2026-03-31 17:00:33
The 14th Colony (Cotton Malone #11),Thriller,39.24,1,14,1b8187fa4bf6ab05,2026-03-31 17:00:33
Give It Back,Thriller,18.32,2,6,012170e4fc87ace0,2026-03-31 17:00:33
Killing Floor (Jack Reacher #1),Thriller,31.49,4,5,8dde2ff3f6fcc0a3,2026-03-31 17:00:33
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,59.71,3,4,9c4d061c1e2fe6bf,2026-03-31 17:00:33
Far From True (Promise Falls Trilogy #2),Thriller,34.93,2,4,ad15a9a139919918,2026-03-31 17:00:33
The Travelers,Thriller,15.77,1,3,2b685187f55c5d31,2026-03-31 17:00:33
When We Collided,Contemporary,31.77,1,16,3ecb690d1542c568,2026-03-31 17:00:33
Someone Like You (The Harrisons #2),Contemporary,52.79,5,14,a278db6b2b09cf9f,2026-03-31 17:00:33
We Are All Completely Beside Ourselves,Contemporary,24.04,1,3,be3db344a845580b,2026-03-31 17:00:33
The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,17.66,5,18,6258a1f6a6dcfe50,2026-03-31 17:00:33
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,32.24,5,16,7d6d2a6c0276f81b,2026-03-31 17:00:33
Chasing Heaven: What Dying Taught Me About Living,Spirituality,37.8,2,15,513271dadc1322ae,2026-03-31 17:00:33
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,20.91,1,9,8fab4c4f6f82a4ce,2026-03-31 17:00:33
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,46.33,2,7,48cb52d78c992487,2026-03-31 17:00:33
A New Earth: Awakening to Your Life's Purpose,Spirituality,55.65,5,4,f6ae39568db1130e,2026-03-31 17:00:33
Logan Kade (Fallen Crest High #5.5),Academic,13.12,2,5,7093cf549cd2e7de,2026-03-31 17:00:33
Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,46.35,1,16,9ffa38d3b832433a,2026-03-31 17:00:33
How to Be Miserable: 40 Strategies You Already Use,Self Help,46.03,1,16,a6f99b9e687f9d46,2026-03-31 17:00:33
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,52.15,3,14,8ecf0356a3878811,2026-03-31 17:00:33
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,12.08,3,7,88ec621893e595d0,2026-03-31 17:00:33
How to Stop Worrying and Start Living,Self Help,46.49,5,6,e792c0969cefe1b8,2026-03-31 17:00:33
All the Light We Cannot See,Historical,29.87,5,14,39861fc1c0845d15,2026-03-31 17:00:33
The Girl You Left Behind (The Girl You Left Behind #1),Historical,15.79,1,6,eb7459e0c570251d,2026-03-31 17:00:33
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,54.0,5,16,e4ac92d89b946781,2026-03-31 17:00:33
Crazy Love: Overwhelmed by a Relentless God,Christian,47.72,2,14,4b9d9cfe0f435788,2026-03-31 17:00:33
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,25.77,1,7,a322361a37a78d3d,2026-03-31 17:00:33
Silence in the Dark (Logan Point #4),Suspense,58.33,3,8,e46a164cf310fd7d,2026-03-31 17:00:33
The Grownup,Short Stories,35.88,1,8,1bba4b1ba23ed2d6,2026-03-31 17:00:33
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,54.81,5,9,0e095ed785af7e43,2026-03-31 17:00:33
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,49.05,3,16,43c6a960757cf559,2026-03-31 17:00:33
"Eat Fat, Get Thin",Health,54.07,2,14,047dfa57ba0bf638,2026-03-31 17:00:33
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,49.71,5,10,96aa539bfd4c07e2,2026-03-31 17:00:33
The Art and Science of Low Carbohydrate Living,Health,52.98,5,9,f9c87ccb2bc4853b,2026-03-31 17:00:33
Libertarianism for Beginners,Politics,51.33,2,19,a18a4f574854aced,2026-03-31 17:00:33
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,52.65,4,14,2b5054a4192e9b06,2026-03-31 17:00:33
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,56.86,1,12,3968e3fbf4695d7c,2026-03-31 17:00:33
Amid the Chaos,Cultural,36.58,1,15,bb8245f52c7cce8f,2026-03-31 17:00:33
Dark Notes,Erotica,19.19,5,15,88c21fcd38e2486e,2026-03-31 17:00:33
The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,10.97,1,15,abeafe151a587d3b,2026-03-31 17:00:33
